"KeyName","KeyValue","Explanation","PossibleValues"
"NOTIFY_filter","
Comment=""mail,sms,mobile,msn,skype,cms""
Create=""mail,sms,mobile,msn,skype,cms""
Request=""mail,sms,mobile,msn,skype,cms""
RequestOfficeTemplate=""mail,sms,mobile,msn,skype,cms""
Share=""mail,sms,mobile,msn,skype,cms""
CpuFanStop=""mail,sms,mobile,msn,skype,cms""
DSMAutoUpdateCanceled=""mail,sms,mobile,msn,skype,cms""
DSMAutoUpdateReady=""mail,sms,mobile,msn,skype,cms""
DSMAutoUpdateShutdownStart=""mail,sms,mobile,msn,skype,cms""
DSMRebootRequired=""mail,sms,mobile,msn,skype,cms""
DSMUpdateAvailable=""mail,sms,mobile,msn,skype,cms""
DataVolumeFull=""mail,sms,mobile,msn,skype,cms""
DiskStatusAccessError=""mail,sms,mobile,msn,skype,cms""
DiskStatusCritical=""mail,sms,mobile,msn,skype,cms""
DiskStatusFailing=""mail,sms,mobile,msn,skype,cms""
DiskStatusUnc=""mail,sms,mobile,msn,skype,cms""
DiskStatusWarning=""mail,sms,mobile,msn,skype,cms""
DiskTemperatureAbnormal=""mail,sms,mobile,msn,skype,cms""
DriveSlotDisabled=""mail,sms,mobile,msn,skype,cms""
DsmProtectionCheckFailed=""mail,sms,mobile,msn,skype,cms""
EncModuleInstallFail=""mail,sms,mobile,msn,skype,cms""
EncModuleInstallResume=""mail,sms,mobile,msn,skype,cms""
HDEcc=""mail,sms,mobile,msn,skype,cms""
ImproperShutdown=""mail,sms,mobile,msn,skype,cms""
InternalFanStop=""mail,sms,mobile,msn,skype,cms""
MemoryIllegal=""mail,sms,mobile,msn,skype,cms""
OverheatShutdownCPU=""mail,sms,mobile,msn,skype,cms""
OverheatShutdownDisk=""mail,sms,mobile,msn,skype,cms""
OverheatShutdownThermal=""mail,sms,mobile,msn,skype,cms""
RedundantPowerStopProvide=""mail,sms,mobile,msn,skype,cms""
RemainLifeEunitWarn=""mail,sms,mobile,msn,skype,cms""
RemainLifeInternalWarn=""mail,sms,mobile,msn,skype,cms""
SFPModuleUnsupported=""mail,sms,mobile,msn,skype,cms""
SchedulePoweroffFail=""mail,sms,mobile,msn,skype,cms""
SecurityScanAlarm=""mail,sms,mobile,msn,skype,cms""
SecurityScanDSMOutOfDate=""mail,sms,mobile,msn,skype,cms""
SecurityScanDSMPackageOutOfDate=""mail,sms,mobile,msn,skype,cms""
SecurityScanDanger=""mail,sms,mobile,msn,skype,cms""
SecurityScanPackageOutOfDate=""mail,sms,mobile,msn,skype,cms""
ShareSyncError=""mail,sms,mobile,msn,skype,cms""
TPLUNReachHardLimit=""mail,sms,mobile,msn,skype,cms""
TPLUNReachSoftLimit=""mail,sms,mobile,msn,skype,cms""
UPSDisconnect=""mail,sms,mobile,msn,skype,cms""
UPSOnAC=""mail,sms,mobile,msn,skype,cms""
UPSOnBattery=""mail,sms,mobile,msn,skype,cms""
UPSPowerFail=""mail,sms,mobile,msn,skype,cms""
VolumeInodeFull=""mail,sms,mobile,msn,skype,cms""
ext4_fs_err=""mail,sms,mobile,msn,skype,cms""
file_cksum_err=""mail,sms,mobile,msn,skype,cms""
AutoBlockAdd=""mail,cms""
CMSClientConnectFailed=""mail,cms""
CMSClientDetachSuccess=""mail,cms""
CMSClientJoinSuccess=""mail,cms""
CpuFanResume=""mail,cms""
DDNSFail=""mail,cms""
DeviceEjectedImproperly=""mail,cms""
ForgetPassword=""mail,cms""
InternalFanResume=""mail,cms""
PasswordExpireNotification=""mail,cms""
RedundantPowerRecoveredProvide=""mail,cms""
ShareSyncSuccess=""mail,cms""
SmartBlockUntrustLock=""mail,cms""
SystemVolumeCrashed=""mail,cms""
UPSConnected=""mail,cms""
USBDiskFail=""mail,cms""
USBDiskFull=""mail,cms""
USBPartitionFull=""mail,cms""
UserChangePassword=""mail,cms""
UserWelcome=""mail,cms""
VpncReconnectFail=""mail,cms""
DSMAutoUpdateNotifyNewVersion=""mail,sms,mobile,msn,skype,cms""
DataVolumeFullWarning=""mail,sms,mobile,msn,skype,cms""
DiskConfigCheckWarn=""mail,sms,mobile,msn,skype,cms""
MyDSPasswordChanged=""mail,sms,mobile,msn,skype,cms""
OverheatShutdownSystem=""mail,sms,mobile,msn,skype,cms""
PF_GwChangedPFDisabled=""mail,sms,mobile,msn,skype,cms""
PF_GwChangedPFEnabled=""mail,sms,mobile,msn,skype,cms""
PF_ReApplyError=""mail,sms,mobile,msn,skype,cms""
SASHostFrmNeedUpgrade=""mail,sms,mobile,msn,skype,cms""
SmartQuickTestSchedulerNote=""mail,sms,mobile,msn,skype,cms""
iSCSIDefragFinished=""mail,sms,mobile,msn,skype,cms""
iSCSIDefragVolumeFull=""mail,sms,mobile,msn,skype,cms""
DiskKernelErrIcrc=""cms""
DiskKernelErrIdnf=""cms""
DiskKernelErrRetry=""cms""
DiskKernelErrUnc=""cms""
SecurityAdvisorAbnormalLoginSimple=""cms""
SecurityAdvisorReport=""mail,cms""
MultiControllerInternalFanStop=""mail,sms,mobile,msn,skype,cms""
MultiControllerInternalFanResume=""mail,cms""
OverheatShutdownGPU=""mail,sms,mobile,msn,skype,cms""
SASExpFWNeedUpdate=""mail,sms,mobile,msn,skype,cms""
SASExpFWRollbackError=""mail,sms,mobile,msn,skype,cms""
SASExpFWUpdateFail=""mail,sms,mobile,msn,skype,cms""
TPLUNReachLowHardLimit=""mail,sms,mobile,msn,skype,cms""
VolumeCrashedGeneral=""mail,sms,mobile,msn,skype,cms""
SecureEraseDone=""cms""
SecureEraseFail=""cms""
AuthError=""mail,cms""
ClientNeedToUpdate=""mail,cms""
DSChange=""mail,cms""
DiskFull=""mail,cms""
IPNotAllowed=""mail,cms""
LocalDiskFull=""mail,cms""
LocalShareNotMounted=""mail,cms""
QuotaFull=""mail,cms""
RemoteShareNotMounted=""mail,cms""
RemoteShareQuotaFull=""mail,cms""
SSLChange=""mail,cms""
SSLVerifyFail=""mail,cms""
ServerNeedToUpdate=""mail,cms""
ShareFailEnable=""mail,cms""
ShareNoWritePerm=""mail,cms""
ShareNonExist=""mail,cms""
SyncDirectionMismatch=""mail,cms""
UnknownError=""mail,cms""
UserDSMDisable=""mail,cms""
UserInfoUnavail=""mail,cms""
UserNoAppPriv=""mail,cms""
synologydrivesharesync_UserNotAllowed=""mail,sms,mobile,msn,skype,cms""
DriveInterfaceIncompatible=""mail,sms,mobile,msn,skype,cms""
MemorySingleChannel=""mail,sms,mobile,msn,skype,cms""
RemainLifeWarn=""mail,sms,mobile,msn,skype,cms""
SSDBundleRemainLifeWarn=""mail,sms,mobile,msn,skype,cms""
StgMgrDetectedLBAOverflowPool=""mail,sms,mobile,msn,skype,cms""
TPLUNBecomeProtectWrite=""mail,sms,mobile,msn,skype,cms""
StgMgrDetectedDiskNotSupported=""mail,cms""
StgMgrDetectedDiskNotSupportedGeneral=""mail,cms""
ip_conflict=""mail,cms""
certificate_broken=""mail,sms,mobile,msn,skype,cms""
myds_deletion_logout=""mail,sms,mobile,msn,skype,cms""
myds_force_logout=""mail,sms,mobile,msn,skype,cms""
DiskCompatibilityIncompatible=""cms""
DiskCompatibilityNotInSupport=""cms""
FWUpgradeUpdateDB=""desktop,cms""
FWUpgradeUpdateDSM=""desktop,cms""
FWUpgradeUpdateFirmware=""desktop,cms""
SpaceDiskReservationFail=""mail,cms""
external_size_limitation=""mail,cms""
synologydrivesharesync_DiskFull=""mail,cms""
LogCenterServiceFailed=""desktop,mail,sms,mobile,cms""
SYNOSYSLOG_DB_CORRUPT=""desktop,mail,sms,mobile,cms""
SYNOSYSLOG_EPS_EXCEED=""desktop,mail,mobile,cms""
SYNOSYSLOG_KEYWORD_MATCH=""desktop,cms""
SYNOSYSLOG_LogSend=""desktop,cms""
SYNOSYSLOG_SEV_EXCEED=""desktop,cms""
SYNOSYSLOG_ShareEncMount=""desktop,cms""
SYNOSYSLOG_ShareEncUnmount=""desktop,mail,mobile,cms""
SYNOSYSLOG_ShareRemove=""desktop,mail,mobile,cms""
SYNOSYSLOG_ShareRename=""desktop,cms""
SYNOSYSLOG_VOL_FULL=""desktop,mail,mobile,cms""
ActiveInsight_data_upload_failed=""desktop,mail,sms,mobile,cms""
ActiveInsight_event_upload_failed=""desktop,mail,sms,mobile,cms""
ActiveInsight_network_error=""desktop,mail,sms,mobile,cms""
ActiveInsight_reached_register_limit=""desktop,mail,sms,mobile,cms""
ActiveInsight_tmp_full=""desktop,mail,sms,mobile,cms""
AdvisorNotifyFinish=""desktop,cms""
AdvisorNotifyGetSuggestion=""desktop,cms""
AdvisorNotifyLoadFail=""desktop,mail,sms,mobile,cms""
AdvisorNotifyLoadFailNoSuggestion=""desktop,mail,sms,mobile,cms""
AdvisorNotifyLoadFailNotEnoughMem=""desktop,mail,sms,mobile,cms""
AdvisorNotifyTerminatedAbnormal=""desktop,mail,sms,mobile,cms""
AdvisorNotifyTerminatedAbnormalNoSuggestion=""desktop,mail,sms,mobile,cms""
AdvisorNotifyTerminatedVolCacheAbnormal=""desktop,mail,sms,mobile,cms""
AdvisorNotifyTerminatedVolCacheAbnormalNoSuggestion=""desktop,mail,sms,mobile,cms""
AutoBlockDatabaseRulesWarning=""desktop,mail,mobile,cms""
BtrfsVolumeMetadataLow=""desktop,mail,mobile,cms""
DSMAutoUpdateFailed=""desktop,mail,sms,mobile,cms""
DSMAutoUpdateNotifyNewImportantVersion=""desktop,cms""
DSMSupportFormCustomFailure=""desktop,mail,sms,mobile,cms""
DSMSupportFormCustomMessage=""desktop,cms""
DSMUpdateDownloadFailed=""desktop,mail,sms,mobile,cms""
DataVolumeLowCapacity=""desktop,mail,mobile,cms""
DiskConfigCheckLifeWarn=""desktop,mail,mobile,cms""
DiskErrorTimeout=""desktop,mail,mobile,cms""
DiskStatusBadBlockWarn=""desktop,mail,mobile,cms""
DiskStatusLowPerformance=""desktop,mail,mobile,cms""
DiskTemperatureNormal=""desktop,cms""
FWUpgradeNotificationSummary=""desktop,cms""
ForgetPasswordAdmin=""desktop,cms""
FwDisableAfterRestore=""desktop,mail,mobile,cms""
HDEccRaidDegraded=""desktop,mail,sms,mobile,cms""
HotSpareDiskPlugout=""desktop,cms""
HotSpareRemoveForHCL=""desktop,mail,mobile,cms""
HotSpareRepairDone=""desktop,cms""
HotSpareRepairFailed=""desktop,mail,sms,mobile,cms""
HotSpareRepairNoProtect=""desktop,mail,mobile,cms""
HotSpareRepairPartialFailed=""desktop,mail,sms,mobile,cms""
HotSpareRepairStart=""desktop,cms""
HotSpareReplaceDone=""desktop,cms""
HotSpareReplaceFailed=""desktop,mail,sms,mobile,cms""
HotSpareReplaceStart=""desktop,cms""
HotSpareUnavailable=""desktop,mail,mobile,cms""
ImproperShutdownFrequently=""desktop,mail,mobile,cms""
MetadataCacheSpaceFullWarning=""desktop,mail,mobile,cms""
MyDSMigrated=""desktop,mail,mobile,cms""
OOM=""desktop,mail,mobile,cms""
OTP_emergency_mail=""desktop,mail,mobile,cms""
OTP_emergency_mail_warning=""desktop,mail,mobile,cms""
OverheatShutdownNic=""desktop,mail,sms,mobile,cms""
OverheatShutdownSas=""desktop,mail,sms,mobile,cms""
OverheatSystemAlert=""desktop,mail,mobile,cms""
PKGHasUpgrade=""desktop,cms""
PKGReqUpgrade=""desktop,mail,mobile,cms""
PKGUpgrade=""desktop,mail,mobile,cms""
PermissionReportExportCancel=""desktop,cms""
PermissionReportExportFail=""desktop,mail,sms,mobile,cms""
PermissionReportExportSuccess=""desktop,cms""
PkgMgr_AutoUpdateNonSupport=""desktop,mail,mobile,cms""
PkgMgr_CodesignDBCorrupted=""desktop,mail,sms,mobile,cms""
PkgMgr_DepStartFailed=""desktop,mail,sms,mobile,cms""
PkgMgr_DownloadPkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_FailStartDsmVersion=""desktop,mail,sms,mobile,cms""
PkgMgr_InstallPkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_ConflictPkgs=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_DependPkgs=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_DependUninstUnstart=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_DependUnstart=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_DowngradeVersion=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_NotSupportPlatform=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_PkgOsNotSupport=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_PortConflict=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_RequireNewerVer=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_RequireOlderVer=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_RequireService=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_UpgradeDepPkgs=""desktop,mail,sms,mobile,cms""
PkgMgr_OpFail_VersionLessThanlimit=""desktop,mail,sms,mobile,cms""
PkgMgr_PreRelease_Aggreement_Updated=""desktop,cms""
PkgMgr_Privacy_Statement_Updated=""desktop,cms""
PkgMgr_RenameConflictGroup=""desktop,cms""
PkgMgr_RenameConflictUser=""desktop,cms""
PkgMgr_RepairIncompatibleAfterOSUpgrade=""desktop,cms""
PkgMgr_RepairIncompatibleAfterOSUpgradePlural=""desktop,cms""
PkgMgr_StartPkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_StartStoppedByDepLimit=""desktop,cms""
PkgMgr_StopPkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_TOS_Updated=""desktop,cms""
PkgMgr_Udc_Policy_Updated=""desktop,cms""
PkgMgr_UninstallPkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_UpgradePkg=""desktop,cms""
PkgMgr_UpgradePkgFail=""desktop,mail,sms,mobile,cms""
PkgMgr_UpgradePkgImportant=""desktop,cms""
PkgMgr_UpgradePkgPlural=""desktop,cms""
PkgMgr_UpgradedPkg=""desktop,cms""
RebootForDiskDBUpdate=""desktop,mail,mobile,cms""
RemovePushMail=""desktop,cms""
RootBackupSyncFailed=""desktop,mail,sms,mobile,cms""
SecurityAdvisorAbnormalLogin=""desktop,mail,mobile,cms""
SecurityAdvisorAbnormalLoginNoAgent=""desktop,mail,mobile,cms""
SecurityAdvisorAbnormalLoginNoLink=""desktop,mail,mobile,cms""
SecurityAdvisorAbnormalLoginNoLinkNoAgent=""desktop,mail,mobile,cms""
ShareMoveError=""desktop,mail,sms,mobile,cms""
ShareMoveSuccess=""desktop,cms""
StgMgrAssembePoolFail=""desktop,mail,sms,mobile,cms""
StgMgrAutoRepairCacheDone=""desktop,cms""
StgMgrAutoRepairCacheFail=""desktop,mail,sms,mobile,cms""
StgMgrAutoRepairCacheStart=""desktop,cms""
StgMgrAutoRepairDone=""desktop,cms""
StgMgrAutoRepairFail=""desktop,mail,sms,mobile,cms""
StgMgrAutoRepairStart=""desktop,cms""
StgMgrChangeRaidTypeDone=""desktop,cms""
StgMgrChangeRaidTypeFail=""desktop,mail,sms,mobile,cms""
StgMgrConvertMultiplePoolDone=""desktop,cms""
StgMgrConvertMultiplePoolFail=""desktop,mail,sms,mobile,cms""
StgMgrCreateCancelFail=""desktop,mail,sms,mobile,cms""
StgMgrCreatePoolFail=""desktop,mail,sms,mobile,cms""
StgMgrCreateVolumeFail=""desktop,mail,sms,mobile,cms""
StgMgrDeleteSpaceDone=""desktop,cms""
StgMgrDeleteSpaceFail=""desktop,mail,sms,mobile,cms""
StgMgrDetectedPoolMissing=""desktop,mail,sms,mobile,cms""
StgMgrExpandPoolDone=""desktop,cms""
StgMgrExpandPoolFail=""desktop,mail,sms,mobile,cms""
StgMgrExpandUnfinishedSHRDone=""desktop,cms""
StgMgrExpandUnfinishedSHRFail=""desktop,mail,sms,mobile,cms""
StgMgrExpandVolumeDone=""desktop,cms""
StgMgrExpandVolumeFail=""desktop,mail,sms,mobile,cms""
StgMgrFsDefragDone=""desktop,cms""
StgMgrFsDefragFailNoSpace=""desktop,mail,sms,mobile,cms""
StgMgrManualScrubFailed=""desktop,cms""
StgMgrMissingPoolAssembleFail=""desktop,mail,sms,mobile,cms""
StgMgrMissingPoolCanAssembleNotification=""desktop,cms""
StgMgrMountSSDROCacheFail=""desktop,mail,sms,mobile,cms""
StgMgrMountSSDRWCacheFail=""desktop,mail,sms,mobile,cms""
StgMgrOptimizePoolDone=""desktop,cms""
StgMgrPluginDriveDetectedDuringBootup=""desktop,cms""
StgMgrPluginDriveDetectedDuringBootupPassive=""desktop,cms""
StgMgrPluginDriveDetectedNotification=""desktop,cms""
StgMgrPluginDriveDetectedNotificationPassive=""desktop,cms""
StgMgrPoolAddDiskDone=""desktop,cms""
StgMgrPoolAddDiskFail=""desktop,mail,sms,mobile,cms""
StgMgrPoolDetectedNotification=""desktop,cms""
StgMgrPoolExpandUnallocSizeDone=""desktop,cms""
StgMgrPoolExpandUnallocSizeFail=""desktop,mail,sms,mobile,cms""
StgMgrRepairCacheDone=""desktop,cms""
StgMgrRepairCacheFail=""desktop,mail,sms,mobile,cms""
StgMgrRepairPoolDone=""desktop,cms""
StgMgrRepairPoolFail=""desktop,mail,sms,mobile,cms""
StgMgrReplacePoolDone=""desktop,cms""
StgMgrReplacePoolFail=""desktop,mail,sms,mobile,cms""
StgMgrScheScrubFailed=""desktop,cms""
StgMgrScrubPoolDone=""desktop,cms""
StgMgrScrubPoolStart=""desktop,cms""
StgMgrScrubbingAbnormalShutdownNotify=""desktop,cms""
StgMgrScrubbingPerformanceDegraded=""desktop,cms""
StgMgrScrubbingSchePoolCrashed=""desktop,mail,sms,mobile,cms""
StgMgrScrubbingSchePoolDegrade=""desktop,mail,sms,mobile,cms""
StgMgrUnmountSSDCacheFail=""desktop,mail,sms,mobile,cms""
StgMgrVolumeCrashedFSReadOnly=""desktop,mail,sms,mobile,cms""
StrMgrPoolDeactivateDone=""desktop,cms""
StrMgrPoolDeactivateFail=""desktop,cms""
SystemConfigBackupFail=""desktop,mail,sms,mobile,cms""
TPLUNReachHardLimitPW=""desktop,mail,mobile,cms""
TPLUNReachLowHardLimitPW=""desktop,mail,mobile,cms""
TaskSchedulerResult=""desktop,cms""
TestMail=""desktop,cms""
TooManyDeletedSubvolQueue=""desktop,mail,mobile,cms""
audiostation_not_enough_space_to_upgrade=""desktop,mail,sms,mobile,cms""
audiostation_upgrade_fail=""desktop,mail,sms,mobile,cms""
beep_sas_link_fail=""desktop,mail,sms,mobile,cms""
btrfs_repair_drop_log_tree=""desktop,mail,mobile,cms""
cache_load_fail_not_enough_memory=""desktop,mail,sms,mobile,cms""
current_ip_changed=""desktop,cms""
disk_health_monthly_report=""desktop,mail,mobile,cms""
disk_info_log_import_done_note=""desktop,cms""
eSynoscheduler_complete_task=""desktop,cms""
exp_fw_update_finish_notification=""desktop,cms""
gooleoauth_mail_refresh_error=""desktop,cms""
mediaserver_not_enough_space_to_upgrade=""desktop,mail,sms,mobile,cms""
mediaserver_not_enough_space_to_upgrade_without_media_index_package=""desktop,mail,sms,mobile,cms""
memory_cecc_event_notify=""desktop,mail,sms,mobile,cms""
memory_layout_memory_detect_incompatible=""desktop,mail,mobile,cms""
memory_layout_memory_detect_unauthentic=""desktop,mail,mobile,cms""
memory_uecc_event_notify=""desktop,mail,sms,mobile,cms""
notify_email_failed=""desktop,mail,sms,mobile,cms""
notify_email_success=""desktop,cms""
notify_wallpaper_missing=""desktop,cms""
perftest_interrupt_by_swtichover=""desktop,mail,mobile,cms""
pgsql_startup_failed=""desktop,mail,sms,mobile,cms""
pgsql_upgrade_done=""desktop,cms""
pgsql_upgrade_fail=""desktop,mail,sms,mobile,cms""
pgsql_upgrade_timeout=""desktop,cms""
rclocal_malware=""desktop,mail,mobile,cms""
rcpower_disable=""desktop,cms""
remove_disk_from_schedule=""desktop,mail,mobile,cms""
remove_non_existent_disk_from_schedule=""desktop,mail,mobile,cms""
smart_quick_test_scheduler_notification=""desktop,cms""
smarttest_interrupt_by_swtichover=""desktop,mail,mobile,cms""
synocodeccenter_codec_activation_failed=""desktop,mail,sms,mobile,cms""
synocodeccenter_codec_activation_need_update=""desktop,mail,sms,mobile,cms""
system_partition_error=""desktop,mail,sms,mobile,cms""
system_web_server_failed=""desktop,mail,sms,mobile,cms""
taskscheduler_notify_user_share_volume_error=""desktop,mail,sms,mobile,cms""
usage_detail_notify_internal_error=""desktop,cms""
usage_detail_notify_out_of_space=""desktop,cms""
usb_mount_fail=""desktop,mail,sms,mobile,cms""
vdsm_software_spec_not_match=""desktop,cms""
volume_disk_bad_sector=""desktop,mail,sms,mobile,cms""
volume_disk_power_abnormal=""desktop,mail,sms,mobile,cms""
volume_free_space_frag_notification=""desktop,mail,mobile,cms""
volume_freesize_move_pgsql=""desktop,mail,mobile,cms""
volume_fsck_skip_once=""desktop,cms""
volume_transfer_rw_notify_fail=""desktop,mail,sms,mobile,cms""
volume_transfer_rw_notify_success=""desktop,cms""
wedjat_notify_piracy=""desktop,mail,mobile,cms""
ScsiTarget_LUN_adjust_stripe_cache_size=""desktop,mail,mobile,cms""
ScsiTarget_LUN_migration_out_of_space=""desktop,mail,sms,mobile,cms""
iSCSILunScheduleSnapshotFail=""desktop,mail,sms,mobile,cms""
iSCSILunScheduleSnapshotFailByMaxSnapshotCount=""desktop,mail,sms,mobile,cms""
iSCSILunScheduleSnapshotFailByOutOfFreeSpace=""desktop,mail,sms,mobile,cms""
filestation_notify_automount_failed=""desktop,mail,mobile,cms""
filestation_notify_compress_completed=""desktop,cms""
filestation_notify_compress_failed=""desktop,mail,sms,mobile,cms""
filestation_notify_copy_completed=""desktop,cms""
filestation_notify_copy_completed_skip_all=""desktop,cms""
filestation_notify_copy_completed_skip_some=""desktop,cms""
filestation_notify_copy_failed=""desktop,mail,sms,mobile,cms""
filestation_notify_delete_completed=""desktop,cms""
filestation_notify_delete_failed=""desktop,mail,sms,mobile,cms""
filestation_notify_email_failed=""desktop,mail,sms,mobile,cms""
filestation_notify_email_success=""desktop,cms""
filestation_notify_extract_completed=""desktop,cms""
filestation_notify_extract_failed=""desktop,mail,sms,mobile,cms""
filestation_notify_filerequest=""desktop,cms""
filestation_notify_filesharing=""desktop,cms""
filestation_notify_move_completed=""desktop,cms""
filestation_notify_move_completed_skip_all=""desktop,cms""
filestation_notify_move_completed_skip_some=""desktop,cms""
filestation_notify_move_failed=""desktop,mail,sms,mobile,cms""
index_db_corrupt=""desktop,mail,sms,mobile,cms""
index_no_space=""desktop,mail,sms,mobile,cms""
lack_of_memory=""desktop,mail,sms,mobile,cms""
need_reindex_after_upgrade60=""desktop,cms""
need_reindex_improved=""desktop,cms""
DLComplete=""desktop,cms""
DownloadCaptchaNeeded=""desktop,mail,mobile,cms""
DownloadCompleted=""desktop,cms""
DownloadFailed=""desktop,mail,mobile,cms""
SynoReport=""desktop,cms""
SynoReportCustomFailure=""desktop,mail,sms,mobile,cms""
SynoReportFail=""desktop,mail,sms,mobile,cms""
synologydrive_owner_transfer_completed=""desktop,cms""
synologydrive_owner_transfer_failed=""desktop,cms""
synologydrive_welcome_msg=""desktop,cms""
synologydrive_sharing_link_report_completed=""desktop,cms""
","fakeValue","fakeValue"
"NOTIFY_mails","","fakeValue","fakeValue"
"NOTIFY_mailfrom","Synology DiskStation","fakeValue","fakeValue"
"NOTIFY_notify_http_url","","fakeValue","fakeValue"
"NOTIFY_pushservice_mobile_enabled","0","fakeValue","fakeValue"
"NOTIFY_pushservice_mail_enabled","0","fakeValue","fakeValue"
"NOTIFY_pushservice_mail_account","","fakeValue","fakeValue"
"NOTIFY_pushservice_sending_interval","3","fakeValue","fakeValue"
"NOTIFY_smtp_mail_enabled","0","fakeValue","fakeValue"
"NOTIFY_sendnewusermail","0","fakeValue","fakeValue"
"NOTIFY_smtpconf","eventsmtp=""""
eventauth=""no""
eventuser=""""
eventpasscrypted=""""
eventmails=""""
","fakeValue","fakeValue"
"NOTIFY_smsconf","[synosms]
	passwd=""""
	sender=""""
	phone1code=""""
	phone1num=""""
	sms_enable=""no""
	phone2code=""""
	phone2num=""""
	interval=""0""
	server=""clickatell""
	user=""""
[clickatell]
	req_header=""""
	needssl=""yes""
	url=""https://api.clickatell.com/http/sendmsg?user=TestUser&password=TestPassword&api_id=3148203&to=886123456789&text=Hello world""
	req_method=""get""
	api_key=""""
	port=""443""
	req_param=""""
	template=""https://api.clickatell.com/http/sendmsg?user=@@USER@@&password=@@PASS@@&api_id=3148203&to=@@PHONE@@&text=@@TEXT@@""
	sepchar="" ""
[clickatell-2017]
	req_header=""""
	needssl=""yes""
	url=""https://platform.clickatell.com/messages/http/send?apiKey=APIKEY&to=phoneNumber&content=Hello world""
	req_method=""get""
	api_key=""""
	port=""443""
	req_param=""""
	template=""https://platform.clickatell.com/messages/http/send?apiKey=@@APIKEY@@&to=@@PHONE@@&content=@@TEXT@@""
	sepchar=""+""
[SendinBlue-v3]
	req_header=""api-key:@@APIKEY@@""
	needssl=""yes""
	url=""https://api.sendinblue.com/v3/transactionalSMS/sms""
	req_method=""post""
	api_key=""""
	port=""443""
	req_param=""{""sender"":""@@SENDER@@"",""recipient"":""@@PHONE@@"",""content"":""@@TEXT@@""}""
	template=""https://api.sendinblue.com/v3/transactionalSMS/sms""
	sepchar="" ""
","fakeValue","fakeValue"
"NOTIFY_sms_enable","0","fakeValue","fakeValue"
"NOTIFY_sms_phone1_prefix","","fakeValue","fakeValue"
"NOTIFY_sms_phone2_prefix","","fakeValue","fakeValue"
"SECURITY_","[{""api"":""SYNO.Core.Security.DSM"",""method"":""get"",""result"":{""data"":{""csp_header_option"":true,""enable_csrf_protection"":true,""notify_ip_change"":false,""restart_clean_session"":true,""skip_ip_checking"":false,""timeout"":60},""httpd_restart"":false,""success"":true},""version"":4},{""api"":""SYNO.Core.Security.DSM.Embed"",""method"":""get"",""result"":{""data"":{""enable_block"":false,""whitelist"":[""find.synology.com/"",""gofile.me/""]},""httpd_restart"":false,""success"":true},""version"":1}]","fakeValue","fakeValue"
"AutoBlock_attempts","10","fakeValue","fakeValue"
"AutoBlock_attemptMin","5","fakeValue","fakeValue"
"AutoBlock_expiredDay","1","fakeValue","fakeValue"
"w3_admin_port","5000","fakeValue","fakeValue"
"w3_secure_admin_port","5001","fakeValue","fakeValue"
"w3_redirectHTTPS","yes","fakeValue","fakeValue"
"w3_runsyshsts","no","fakeValue","fakeValue"
"w3_runHTTP2","yes","fakeValue","fakeValue"
"w3_admin_fqdn","","fakeValue","fakeValue"
"w3_https_compress","yes","fakeValue","fakeValue"
"w3_server_header","nginx","fakeValue","fakeValue"
"w3_max_connections","","fakeValue","fakeValue"
"w3_reuse_port","no","fakeValue","fakeValue"
"w3_external_host_ip","","fakeValue","fakeValue"
"w3_external_port_dsm_http","","fakeValue","fakeValue"
"w3_external_port_dsm_https","","fakeValue","fakeValue"
"w3_rproxy","[]","fakeValue","fakeValue"
"w3_acl_profile","[]","fakeValue","fakeValue"
"REGION_ntp_enable","ntp","fakeValue","fakeValue"
"REGION_ntp_run_server","no","fakeValue","fakeValue"
"REGION_ntp_server","time.google.com","fakeValue","fakeValue"
"REGION_timezone","Amsterdam","fakeValue","fakeValue"
"REGION_lang_language","def","fakeValue","fakeValue"
"REGION_lang_maillang","plk","fakeValue","fakeValue"
"REGION_lang_codepage","plk","fakeValue","fakeValue"
"REGION_date_time_format","{""date_format"":""Y-m-d"",""time_format"":""H:i""}","fakeValue","fakeValue"
"UPDATE_setting_v4","{""autoupdate_type"":""hotfix"",""schedule"":{""hour"":5,""minute"":25,""week_day"":""4""},""smart_nano_enabled"":true}","fakeValue","fakeValue"
"retain_admin_pwd","no","fakeValue","fakeValue"
"DSMLOGINSTYLE_CONF","{""has_login_background"":false,""has_login_logo"":false}","fakeValue","fakeValue"
